Tom Brady,281.75927582235227
Justin Herbert,314.41909240632856
Matthew Stafford,246.07099106972447
Patrick Mahomes,311.2389095716745
Derek Carr,256.2405283377574
Joe Burrow,236.68694256232283
Dak Prescott,296.294375855771
Josh Allen,279.1028381868973
Kirk Cousins,269.2492386514266
Aaron Rodgers,285.37377484626785
Matt Ryan,215.58316306866874
Jimmy Garoppolo,179.4373759272787
Mac Jones,162.48761699121167
Kyler Murray,315.6480955509114
Ben Roethlisberger,218.8018389632827
Ryan Tannehill,188.80684360490375
Trevor Lawrence,137.95098984915572
Carson Wentz,204.0591992328783
Taylor Heinicke,164.2255632104541
Jared Goff,208.04004125472082
Jalen Hurts,265.2818418849785
Russell Wilson,235.32552731630346
Teddy Bridgewater,181.6366541413707
Baker Mayfield,172.85001360375978
Lamar Jackson,253.18887982116829
Davis Mills,126.46243308295578
Tua Tagovailoa,196.79213511755438
Sam Darnold,149.28049899901538
Daniel Jones,188.27747744221784
Zach Wilson,121.30214243668343
Justin Fields,91.70020153313202
Andy Dalton,159.82594764457872
Jacoby Brissett,108.05307379871046
Jameis Winston,179.34792453192708
Trevor Siemian,158.4211294593804
Tyler Huntley,87.20051488718619
Taysom Hill,137.55842670223691
Tyrod Taylor,135.67579816821706
Mike White,40.5881190398288
Mike Glennon,29.78898736332991
Drew Lock,137.4141096042243
Colt McCoy,57.534487388569204
Geno Smith,147.88173569093482
Cam Newton,163.0221414743746
Trey Lance,173.89154393263559
Tim Boyle,64.10375374240903
Case Keenum,83.55516963331225
Gardner Minshew II,132.35078615852356
Cooper Rush,121.12626741756279
Jordan Love,80.52393786601003
P.J. Walker,9.439835980147961
Joe Flacco,167.94508459339713
Mason Rudolph,64.2665950428825
Nick Foles,238.08465931553326
Brian Hoyer,59.45073022503428
Jake Fromm,-2.120032607728632
Garrett Gilbert,91.93817204454609
Sean Mannion,99.00644585347472
Brandon Allen,96.43778854805397
Nick Mullens,114.81234548428182
Ian Book,-194.3413380545115
Kyle Allen,34.101160156219606
Chad Henne,22.414602725594477
Blaine Gabbert,34.06860204806381
Mitchell Trubisky,57.741618007445155
Chris Streveler,24.44312147138271
C.J. Beathard,15.621138085757792
Josh Rosen,18.633219682317417
Ryan Fitzpatrick,64.48117933707296
Derrick Henry,150.2610955533359
John Wolford,-8.862756629679552
Ezekiel Elliott,140.61433649247866
Marcus Mariota,75.02985927928947
Johnny Hekker,-75.2042892274367
Rex Burkhead,121.43622218178314
Leonard Fournette,213.43739843400002
Feleipe Franks,224.97209577854267
Sam Koch,-62.53928149059698
David Montgomery,389.20298282602664
Cordarrelle Patterson,198.0063393602798
Brett Rypien,65.54514086689295
D'Andre Swift,211.85543262250357
