Jonathan Taylor,212.15557339282321
Cooper Kupp,174.1678638327267
Deebo Samuel,172.63893756594587
Najee Harris,162.95071062503618
Justin Jefferson,167.76627714445453
Austin Ekeler,152.84968184981358
Davante Adams,152.01996639143465
Joe Mixon,151.03035191841326
Ja'Marr Chase,162.44152359744743
Nick Chubb,165.51212098969643
Dalvin Cook,175.20932418158495
Mark Andrews,130.2117548415793
Alvin Kamara,174.94404488867428
Tyreek Hill,150.4261665907918
Antonio Gibson,145.38834112051774
Ezekiel Elliott,143.65233790411082
Leonard Fournette,155.3122779504206
Stefon Diggs,129.28638766997926
Josh Jacobs,145.26932752430866
Javonte Williams,131.48518195162757
Diontae Johnson,133.4168741734245
D.J. Moore,131.69738812021018
Aaron Jones,143.6021605776619
Tyler Lockett,117.86986206480428
CeeDee Lamb,136.779963074266
Cordarrelle Patterson,99.43080644610308
David Montgomery,150.6856118192964
Mike Williams,116.09264132255163
Keenan Allen,124.12266231955844
Melvin Gordon,126.59940564974839
Travis Kelce,116.57120721265558
James Conner,126.40527715974825
Michael Pittman Jr.,118.87671619756156
Chris Godwin,135.08232918391633
AJ Dillon,108.78768245012753
Elijah Mitchell,154.40710971568564
Devin Singletary,112.56368075954133
Derrick Henry,191.30080043583627
Tee Higgins,137.9023604577036
Darnell Mooney,116.32895098197608
D'Andre Swift,155.8049192466567
Terry McLaurin,114.46565299646645
Damien Harris,120.52084458558821
Brandin Cooks,119.11511194954355
Tony Pollard,112.40996446686653
Mike Evans,119.65257362444466
Hunter Renfrow,107.25323928342351
Kyle Pitts,110.45752004728409
Jaylen Waddle,126.47372948670011
Marquise Brown,116.17308444663736
Darrel Williams,90.41162361002033
Christian Kirk,106.84828105937969
James Robinson,136.0485181174622
D.K. Metcalf,119.19388347422264
Sony Michel,98.53992836431607
Amon-Ra St. Brown,117.64185873547382
Michael Carter,125.78722981496901
Chase Claypool,120.76075612746695
George Kittle,112.74454973719864
Kendrick Bourne,86.04532029482033
DeVonta Smith,101.95978365147786
Miles Sanders,130.89406566415573
Chase Edmonds,113.66969236241181
A.J. Brown,132.352468360305
Jakobi Meyers,89.28086028144328
Amari Cooper,108.29232521748246
Darrell Henderson,110.09131187992865
Devontae Booker,77.4477346482646
Saquon Barkley,139.95327118214965
Tyler Boyd,98.31053977637964
A.J. Green,88.19341917476743
Myles Gaskin,97.50571685582968
Brandon Aiyuk,105.35212300481162
Marvin Jones,83.31997618239694
Dallas Goedert,90.87424858985378
Van Jefferson,83.47864004993639
Dalton Schultz,79.8049870831498
Rob Gronkowski,107.37509602769077
Rashaad Penny,112.1321409346475
Chuba Hubbard,90.64942105454713
Christian McCaffrey,187.1439511378735
Jalen Hurts,83.48605349084981
Mike Gesicki,81.37516403927494
Courtland Sutton,87.64079790439315
Russell Gage,90.91004179468143
Zach Ertz,80.0576811021036
Lamar Jackson,99.26962486561965
Devonta Freeman,93.13182276896498
Josh Allen,78.0142179508033
Mike Davis,72.97497268831006
Jamaal Williams,92.48451376148479
Mecole Hardman,88.70863922693638
Tim Patrick,76.42505137157376
Rhamondre Stevenson,103.77715713766608
Adam Thielen,95.05994512317176
Alexander Mattison,85.46686679474483
Mark Ingram,92.45572300061015
Marquez Callaway,79.51223874717606
Cole Beasley,69.66928570190696
D'Onta Foreman,104.03745634355737
D'Ernest Johnson,60.36216804814207
Noah Fant,82.84018093658115
K.J. Osborn,73.33525312092462
Darren Waller,96.26990614941795
Laviska Shenault Jr.,89.36558199099922
Emmanuel Sanders,75.40132473571398
Quez Watkins,75.46291280412072
Clyde Edwards-Helaire,116.95421587051122
Brandon Bolden,53.41820284779819
Rex Burkhead,57.088661097893784
Cedrick Wilson Jr.,67.51259145254676
Cole Kmet,70.06832102638187
Deonte Harris,80.21985918757632
Ty Johnson,73.26303761944011
Jarvis Landry,97.3957067166709
J.D. McKissic,86.51901745305429
Kalif Raymond,61.57536238423847
Hunter Henry,73.43863170991925
Robert Woods,110.7870960833279
Donovan Peoples-Jones,82.43332264733365
Tyler Conklin,58.02797894911994
Elijah Moore,116.3928935152301
Dawson Knox,74.78556563430149
Nyheim Hines,75.06778813268419
T.J. Hockenson,93.28378565900887
Latavius Murray,76.6245355071886
DeAndre Hopkins,109.33008931544207
Bryan Edwards,68.96638530171712
Byron Pringle,54.713785285075616
Jared Cook,56.247522250582186
Tyler Higbee,65.26258310950945
Kareem Hunt,131.26363154311764
Robby Anderson,76.78305594351332
Odell Beckham Jr.,96.6933591026851
Antonio Brown,129.6123329186555
Gabriel Davis,79.39222111150681
Zay Jones,59.96049580962801
Kenyan Drake,95.15022523201932
Allen Lazard,73.71279444969885
Kenneth Gainwell,76.47750465213335
Justin Jackson,72.81374585879463
Zack Moss,82.48548629036561
Khalil Herbert,63.46070463174874
Kenny Golladay,78.75585738701393
Rashod Bateman,85.5906339270334
DeVante Parker,90.2265752966648
Rondale Moore,86.22289926043582
Alex Collins,78.20287868793139
Gerald Everett,61.65874245939927
Pat Freiermuth,75.04610875283146
C.J. Uzomah,54.69159829835929
Corey Davis,96.39057288363549
Ronald Jones II,76.2968480636019
Henry Ruggs III,111.38137758622511
Nelson Agholor,65.8728089061136
Jalen Guyton,64.07453252160228
David Njoku,62.45203948693997
Nick Westbrook-Ikhine,57.46527464311912
Braxton Berrios,58.27367658882517
Jerry Jeudy,92.49675898436412
DeSean Jackson,60.50902839321621
Boston Scott,60.0085167303386
Ameer Abdullah,51.583559393591514
David Johnson,87.98317269239479
Keelan Cole,57.49964748102954
Jamison Crowder,77.26393564969612
