,Player,Age,Pos,G,Tgt/G,Rec/G,Rec Yds/G,Yds/Rec,Rec TD/G,Rec 1D/G,Rec Lng,Ctch%,Yds/Tgt,Att/G,Rush Yds/G,Rush TD,Rush 1D,Rush Lng,Yds/Att,Touch/G,Yds/Touch,Scrim Yds/G,RRTD/G,Fmb/G,hyper_link
0,Jonathan Taylor,22,RB,17.0,3.0,2.3529413,21.17647,9.0,0.11764706,0.7058824,76,0.784,7.1,19.529411,106.52941,18,107,83,5.454819,21.882353,5.8360214,127.70588,1.1764706,0.23529412,https://www.pro-football-reference.com/players/T/TaylJo02.htm
1,Cooper Kupp,28,WR,17.0,11.235294,8.529411,114.52941,13.4,0.9411765,5.2352943,59,0.759,10.2,0.23529412,1.0588236,0,1,18,4.5,8.764706,13.18792,115.588234,0.9411765,0.0,https://www.pro-football-reference.com/players/K/KuppCo00.htm
2,Deebo Samuel,25,WR,16.0,7.5625,4.8125,87.8125,18.2,0.375,3.1875,83,0.636,11.6,3.6875,22.8125,8,21,49,6.1864405,8.5,13.014706,110.625,0.875,0.25,https://www.pro-football-reference.com/players/S/SamuDe00.htm
3,Najee Harris,23,RB,17.0,5.529412,4.352941,27.470589,6.3,0.1764706,1.2941177,25,0.787,5.0,18.058823,70.588234,7,62,37,3.9087949,22.411764,4.375328,98.05882,0.5882353,0.0,https://www.pro-football-reference.com/players/H/HarrNa00.htm
4,Justin Jefferson,22,WR,17.0,9.823529,6.352941,95.05882,15.0,0.5882353,4.4117646,56,0.647,9.7,0.3529412,0.8235294,0,1,11,2.3333333,6.7058825,14.298245,95.882355,0.5882353,0.05882353,https://www.pro-football-reference.com/players/J/JeffJu00.htm
5,Austin Ekeler,26,RB,16.0,5.875,4.375,40.4375,9.2,0.5,1.9375,40,0.745,6.9,12.875,56.9375,12,53,28,4.42233,17.25,5.6449275,97.375,1.25,0.25,https://www.pro-football-reference.com/players/E/EkelAu00.htm
6,Davante Adams,29,WR,16.0,10.5625,7.6875,97.0625,12.6,0.6875,5.25,59,0.728,9.2,,,,0,,,7.6875,12.626017,97.0625,0.6875,0.0,https://www.pro-football-reference.com/players/A/AdamDa01.htm
7,Joe Mixon,25,RB,16.0,3.0,2.625,19.625,7.5,0.1875,0.6875,52,0.875,6.5,18.25,75.3125,13,60,32,4.1267123,20.875,4.547904,94.9375,1.0,0.125,https://www.pro-football-reference.com/players/M/MixoJo00.htm
8,Ja'Marr Chase,21,WR,17.0,7.529412,4.7647057,85.588234,18.0,0.7647059,3.2941177,82,0.633,11.4,0.4117647,1.2352941,0,2,10,3.0,5.1764708,16.772728,86.82353,0.7647059,0.11764706,https://www.pro-football-reference.com/players/C/ChasJa00.htm
9,Nick Chubb,26,RB,14.0,1.7857143,1.4285715,12.428572,8.7,0.071428575,0.64285713,40,0.8,7.0,16.285715,89.92857,8,61,70,5.5219297,17.714285,5.778226,102.35714,0.64285713,0.14285715,https://www.pro-football-reference.com/players/C/ChubNi00.htm
10,Dalvin Cook,26,RB,13.0,3.7692308,2.6153846,17.23077,6.6,0.0,0.6923077,24,0.6940000000000001,4.6,19.153847,89.15385,6,57,66,4.6546183,21.76923,4.8869257,106.38461,0.46153846,0.23076923,https://www.pro-football-reference.com/players/C/CookDa01.htm
11,Mark Andrews,26,te,17.0,9.0,6.2941175,80.05882,12.7,0.5294118,4.4117646,43,0.6990000000000001,8.9,0.05882353,0.0,0,0,0,0.0,6.352941,12.601852,80.05882,0.5294118,0.05882353,https://www.pro-football-reference.com/players/A/AndrMa00.htm
12,Alvin Kamara,26,rb,13.0,5.1538463,3.6153846,33.76923,9.3,0.3846154,1.5384616,31,0.701,6.6,18.461538,69.07692,4,42,30,3.7416666,22.076923,4.6585364,102.84615,0.6923077,0.0,https://www.pro-football-reference.com/players/K/KamaAl00.htm
13,Tyreek Hill,27,WR,17.0,9.3529415,6.529412,72.882355,11.2,0.5294118,4.4117646,75,0.698,7.8,0.5294118,5.647059,0,4,33,10.666666,7.0588236,11.125,78.52941,0.5294118,0.11764706,https://www.pro-football-reference.com/players/H/HillTy00.htm
14,Antonio Gibson,23,RB,16.0,3.25,2.625,18.375,7.0,0.1875,0.75,73,0.8079999999999999,5.7,16.125,64.8125,7,65,27,4.0193796,18.75,4.4366665,83.1875,0.625,0.375,https://www.pro-football-reference.com/players/G/GibsAn00.htm
15,Ezekiel Elliott,26,RB,17.0,3.8235295,2.764706,16.882353,6.1,0.11764706,1.0,21,0.723,4.4,13.941176,58.941177,10,55,47,4.227848,16.705883,4.5387325,75.82353,0.7058824,0.05882353,https://www.pro-football-reference.com/players/E/ElliEz00.htm
16,Leonard Fournette,26,RB,14.0,6.0,4.928571,32.42857,6.6,0.14285715,2.142857,23,0.821,5.4,12.857142,58.0,8,45,47,4.5111113,17.785715,5.084337,90.42857,0.71428573,0.071428575,https://www.pro-football-reference.com/players/F/FourLe00.htm
17,Stefon Diggs,28,WR,17.0,9.6470585,6.0588236,72.05882,11.9,0.5882353,3.8823528,61,0.628,7.5,,,,0,,,6.0588236,11.893204,72.05882,0.5882353,0.05882353,https://www.pro-football-reference.com/players/D/DiggSt00.htm
18,Josh Jacobs,23,RB,15.0,4.266667,3.6,23.2,6.4,0.0,0.93333334,29,0.8440000000000001,5.4,14.466666,58.133335,9,45,28,4.0184336,18.066668,4.501845,81.333336,0.6,0.13333334,https://www.pro-football-reference.com/players/J/JacoJo01.htm
19,Javonte Williams,21,rb,17.0,3.1176472,2.5294118,18.588236,7.3,0.1764706,0.7058824,42,0.8109999999999999,6.0,11.941176,53.117645,4,52,49,4.4482756,14.470589,4.955284,71.70588,0.4117647,0.11764706,https://www.pro-football-reference.com/players/W/WillJa10.htm
20,Diontae Johnson,25,WR,16.0,10.5625,6.6875,72.5625,10.9,0.5,3.6875,50,0.633,6.9,0.3125,3.3125,0,2,25,10.6,7.0,10.839286,75.875,0.5,0.125,https://www.pro-football-reference.com/players/J/JohnDi01.htm
21,D.J. Moore,24,WR,17.0,9.588235,5.470588,68.05882,12.4,0.23529412,3.5294118,64,0.5710000000000001,7.1,0.47058824,2.8235295,0,4,14,6.0,5.9411764,11.930694,70.882355,0.23529412,0.05882353,https://www.pro-football-reference.com/players/M/MoorD.00.htm
22,Aaron Jones,27,RB,15.0,4.3333335,3.4666667,26.066668,7.5,0.4,1.4666667,26,0.8,6.0,11.4,53.266666,4,37,57,4.672515,14.866667,5.336323,79.333336,0.6666667,0.13333334,https://www.pro-football-reference.com/players/J/JoneAa00.htm
23,Tyler Lockett,29,WR,16.0,6.6875,4.5625,73.4375,16.1,0.5,2.5625,69,0.682,11.0,0.125,0.5625,0,0,7,4.5,4.6875,15.786667,74.0,0.5,0.0,https://www.pro-football-reference.com/players/L/LockTy00.htm
24,CeeDee Lamb,22,WR,16.0,7.5,4.9375,68.875,13.9,0.375,3.375,49,0.6579999999999999,9.2,0.5625,4.75,0,4,33,8.444445,5.5,13.386364,73.625,0.375,0.0,https://www.pro-football-reference.com/players/L/LambCe00.htm
25,Cordarrelle Patterson,30,RB,16.0,4.3125,3.25,34.25,10.5,0.3125,1.625,64,0.754,7.9,9.5625,38.625,6,29,39,4.0392156,12.8125,5.6878047,72.875,0.6875,0.125,https://www.pro-football-reference.com/players/P/PattCo00.htm
26,David Montgomery,24,RB,13.0,3.9230769,3.2307692,23.153847,7.2,0.0,1.3846154,16,0.8240000000000001,5.9,17.307692,65.30769,7,55,41,3.7733335,20.538462,4.307116,88.46154,0.53846157,0.07692308,https://www.pro-football-reference.com/players/M/MontDa01.htm
27,Mike Williams,27,WR,16.0,8.0625,4.75,71.625,15.1,0.5625,3.1875,72,0.589,8.9,,,,0,,,4.75,15.078947,71.625,0.5625,0.0,https://www.pro-football-reference.com/players/W/WillMi07.htm
28,Keenan Allen,29,WR,16.0,9.8125,6.625,71.125,10.7,0.375,4.125,42,0.675,7.2,,,,0,,,6.625,10.735849,71.125,0.375,0.0625,https://www.pro-football-reference.com/players/A/AlleKe00.htm
30,Melvin Gordon,28,RB,16.0,2.375,1.75,13.3125,7.6,0.125,0.5625,30,0.737,5.6,12.6875,57.375,8,48,70,4.5221677,14.4375,4.896104,70.6875,0.625,0.1875,https://www.pro-football-reference.com/players/G/GordMe00.htm
31,Travis Kelce,32,TE,16.0,8.375,5.75,70.3125,12.2,0.5625,3.9375,69,0.687,8.4,0.125,0.1875,1,1,4,1.5,5.875,12.0,70.5,0.625,0.0625,https://www.pro-football-reference.com/players/K/KelcTr00.htm
32,James Conner,26,rb,15.0,2.6,2.4666667,25.0,10.1,0.2,1.2,45,0.9490000000000001,9.6,13.466666,50.133335,15,53,35,3.7227726,15.933333,4.715481,75.13333,1.2,0.13333334,https://www.pro-football-reference.com/players/C/ConnJa00.htm
33,Michael Pittman Jr.,24,WR,17.0,7.5882354,5.1764708,63.64706,12.3,0.3529412,3.1764705,57,0.682,8.4,0.29411766,2.5882354,0,1,25,8.8,5.470588,12.107526,66.23529,0.3529412,0.05882353,https://www.pro-football-reference.com/players/P/PittMi01.htm
34,Chris Godwin,25,WR,14.0,9.071428,7.0,78.78571,11.3,0.35714287,3.9285715,44,0.772,8.7,0.2857143,1.5,1,4,9,5.25,7.285714,11.019608,80.28571,0.42857143,0.14285715,https://www.pro-football-reference.com/players/G/GodwCh00.htm
35,AJ Dillon,23,rb,17.0,2.1764705,2.0,18.411764,9.2,0.11764706,0.88235295,50,0.919,8.5,11.0,47.235294,5,50,36,4.2941175,13.0,5.0497737,65.64706,0.4117647,0.11764706,https://www.pro-football-reference.com/players/D/DillAJ00.htm
36,Elijah Mitchell,23,rb,11.0,1.8181819,1.7272727,12.454545,7.2,0.09090909,0.54545456,14,0.95,6.9,18.818182,87.545456,5,47,39,4.652174,20.545454,4.8672566,100.0,0.54545456,0.0,https://www.pro-football-reference.com/players/M/MitcEl00.htm
37,Devin Singletary,24,RB,17.0,2.9411764,2.3529413,13.411765,5.7,0.05882353,0.64705884,19,0.8,4.6,11.058824,51.17647,7,44,46,4.62766,13.411765,4.815789,64.588234,0.47058824,0.29411766,https://www.pro-football-reference.com/players/S/SingDe00.htm
38,Derrick Henry,27,rb,8.0,2.5,2.25,19.25,8.6,0.0,0.875,16,0.9,7.7,27.375,117.125,10,49,76,4.2785387,29.625,4.6033754,136.375,1.25,0.125,https://www.pro-football-reference.com/players/H/HenrDe00.htm
39,Tee Higgins,22,WR,14.0,7.857143,5.285714,77.92857,14.7,0.42857143,3.7857144,54,0.6729999999999999,9.9,,,,0,,,5.285714,14.743244,77.92857,0.42857143,0.071428575,https://www.pro-football-reference.com/players/H/HiggTe00.htm
40,Darnell Mooney,24,WR,17.0,8.235294,4.7647057,62.058823,13.0,0.23529412,2.8823528,64,0.579,7.5,0.3529412,1.882353,1,2,15,5.333333,5.117647,12.494253,63.941177,0.29411766,0.0,https://www.pro-football-reference.com/players/M/MoonDa00.htm
41,D'Andre Swift,22,rb,13.0,6.0,4.769231,34.76923,7.3,0.15384616,1.3846154,63,0.795,5.8,11.615385,47.46154,5,28,57,4.086093,16.384615,5.0187793,82.23077,0.53846157,0.15384616,https://www.pro-football-reference.com/players/S/SwifDA00.htm
42,Terry McLaurin,26,WR,17.0,7.647059,4.529412,61.941177,13.7,0.29411766,2.764706,46,0.5920000000000001,8.1,0.05882353,0.7058824,0,1,12,12.0,4.5882354,13.653846,62.64706,0.29411766,0.0,https://www.pro-football-reference.com/players/M/McLaTe00.htm
43,Damien Harris,24,RB,15.0,1.4,1.2,8.8,7.3,0.0,0.26666668,21,0.857,6.3,13.466666,61.933334,15,55,64,4.59901,14.666667,4.8227267,70.73333,1.0,0.13333334,https://www.pro-football-reference.com/players/H/HarrDa06.htm
44,Brandin Cooks,28,WR,16.0,8.375,5.625,64.8125,11.5,0.375,2.8125,52,0.672,7.7,0.125,1.3125,0,1,16,10.5,5.75,11.5,66.125,0.375,0.0,https://www.pro-football-reference.com/players/C/CookBr00.htm
45,Tony Pollard,24,,15.0,3.0666666,2.6,22.466667,8.6,0.0,1.0,32,0.848,7.3,8.666667,47.933334,2,35,58,5.5307693,11.266666,6.248521,70.4,0.13333334,0.13333334,https://www.pro-football-reference.com/players/P/PollTo00.htm
46,Mike Evans,28,WR,16.0,7.125,4.625,64.6875,14.0,0.875,3.5,46,0.649,9.1,0.0625,0.625,0,1,10,10.0,4.6875,13.933333,65.3125,0.875,0.0,https://www.pro-football-reference.com/players/E/EvanMi00.htm
47,Hunter Renfrow,26,wr,17.0,7.529412,6.0588236,61.058823,10.1,0.5294118,3.0,54,0.805,8.1,0.1764706,0.1764706,0,0,5,1.0,6.2352943,9.820754,61.235294,0.5294118,0.29411766,https://www.pro-football-reference.com/players/R/RenfHu00.htm
48,Kyle Pitts,21,TE,17.0,6.470588,4.0,60.35294,15.1,0.05882353,2.5294118,61,0.618,9.3,,,,0,,,4.0,15.088235,60.35294,0.05882353,0.0,https://www.pro-football-reference.com/players/P/PittKy00.htm
49,Jaylen Waddle,23,WR,16.0,8.75,6.5,63.4375,9.8,0.375,3.6875,57,0.743,7.3,0.125,0.1875,1,1,2,1.5,6.625,9.603773,63.625,0.4375,0.125,https://www.pro-football-reference.com/players/W/WaddJa00.htm
50,Marquise Brown,24,WR,16.0,9.125,5.6875,63.0,11.1,0.375,2.5625,49,0.623,6.9,0.0625,0.3125,0,1,5,5.0,5.75,11.01087,63.3125,0.375,0.1875,https://www.pro-football-reference.com/players/B/BrowMa04.htm
51,Darrel Williams,26,rb,17.0,3.3529413,2.764706,26.588236,9.6,0.11764706,1.117647,38,0.825,7.9,8.470589,32.82353,6,40,21,3.8749998,11.235294,5.287958,59.411766,0.47058824,0.0,https://www.pro-football-reference.com/players/W/WillDa10.htm
52,Christian Kirk,25,WR,17.0,6.0588236,4.529412,57.764706,12.8,0.29411766,2.5882354,50,0.748,9.5,0.05882353,0.64705884,0,1,11,11.0,4.5882354,12.730769,58.411766,0.29411766,0.0,https://www.pro-football-reference.com/players/K/KirkCh01.htm
53,James Robinson,23,RB,14.0,3.2857144,2.2142856,15.857142,7.2,0.0,0.64285713,26,0.674,4.8,11.714286,54.785713,8,41,58,4.6768293,13.928572,5.071795,70.64286,0.5714286,0.2857143,https://www.pro-football-reference.com/players/R/RobiJa00.htm
54,D.K. Metcalf,24,WR,17.0,7.5882354,4.4117646,56.882355,12.9,0.7058824,2.8235295,84,0.581,7.5,0.05882353,0.3529412,0,0,6,6.0,4.470588,12.802631,57.235294,0.7058824,0.05882353,https://www.pro-football-reference.com/players/M/MetcDK00.htm
55,Sony Michel,26,rb,17.0,1.9411764,1.2352941,7.529412,6.1,0.05882353,0.3529412,24,0.636,3.9,12.235294,49.705883,4,49,39,4.0625,13.470589,4.248908,57.235294,0.29411766,0.05882353,https://www.pro-football-reference.com/players/M/MichSo00.htm
56,Amon-Ra St. Brown,22,wr,17.0,7.0,5.2941175,53.64706,10.1,0.29411766,2.8235295,37,0.7559999999999999,7.7,0.4117647,3.5882354,1,2,26,8.714286,5.7058825,10.030928,57.235294,0.3529412,0.0,https://www.pro-football-reference.com/players/S/StxxAm00.htm
57,Michael Carter,22,RB,14.0,3.9285715,2.5714285,23.214285,9.0,0.0,1.1428572,23,0.655,5.9,10.5,45.642857,4,29,55,4.3469386,13.071428,5.2677593,68.85714,0.2857143,0.071428575,https://www.pro-football-reference.com/players/C/CartMi03.htm
58,Chase Claypool,23,WR,15.0,7.0,3.9333334,57.333332,14.6,0.13333334,2.3333333,59,0.562,8.2,0.93333334,6.4,0,7,25,6.857143,4.866667,13.09589,63.733334,0.13333334,0.0,https://www.pro-football-reference.com/players/C/ClayCh01.htm
59,George Kittle,28,TE,14.0,6.714286,5.071429,65.0,12.8,0.42857143,3.0,48,0.755,9.7,0.21428572,1.4285715,0,0,9,6.666667,5.285714,12.567569,66.42857,0.42857143,0.14285715,https://www.pro-football-reference.com/players/K/KittGe00.htm
61,Kendrick Bourne,26,wr,17.0,4.117647,3.235294,47.058823,14.5,0.29411766,1.5882353,75,0.7859999999999999,11.4,0.7058824,7.352941,0,7,18,10.416666,3.9411764,13.805971,54.411766,0.29411766,0.05882353,https://www.pro-football-reference.com/players/B/BourKe00.htm
62,DeVonta Smith,23,WR,17.0,6.117647,3.764706,53.882355,14.3,0.29411766,2.5294118,46,0.615,8.8,,,,0,,,3.764706,14.3125,53.882355,0.29411766,0.05882353,https://www.pro-football-reference.com/players/S/SmitDe07.htm
63,Miles Sanders,24,RB,12.0,2.8333333,2.1666667,13.166667,6.1,0.0,0.5,25,0.765,4.6,11.416667,62.833332,0,33,38,5.503649,13.583333,5.5950923,76.0,0.0,0.083333336,https://www.pro-football-reference.com/players/S/SandMi01.htm
64,Chase Edmonds,25,RB,12.0,4.4166665,3.5833333,25.916666,7.2,0.0,0.9166667,36,0.8109999999999999,5.9,9.666667,49.333332,2,32,54,5.103448,13.25,5.6792455,75.25,0.16666667,0.083333336,https://www.pro-football-reference.com/players/E/EdmoCh00.htm
65,A.J. Brown,24,WR,13.0,8.076923,4.8461537,66.84615,13.8,0.3846154,3.4615386,57,0.6,8.3,0.15384616,0.7692308,0,1,7,5.0,5.0,13.523077,67.61539,0.3846154,0.0,https://www.pro-football-reference.com/players/B/BrowAJ00.htm
66,Jakobi Meyers,25,WR,17.0,7.4117646,4.882353,50.941177,10.4,0.11764706,2.4705882,39,0.659,6.9,0.05882353,0.5294118,0,0,9,9.0,4.9411764,10.416667,51.47059,0.11764706,0.05882353,https://www.pro-football-reference.com/players/M/MeyeJa01.htm
67,Amari Cooper,27,WR,15.0,6.9333334,4.5333333,57.666668,12.7,0.53333336,3.0,41,0.654,8.3,,,,0,,,4.5333333,12.720589,57.666668,0.53333336,0.06666667,https://www.pro-football-reference.com/players/C/CoopAm00.htm
68,Darrell Henderson,24,rb,12.0,3.3333333,2.4166667,14.666667,6.1,0.25,0.6666667,25,0.725,4.4,12.416667,57.333332,5,39,29,4.6174493,14.833333,4.853933,72.0,0.6666667,0.0,https://www.pro-football-reference.com/players/H/HendDa00.htm
69,Devontae Booker,29,,16.0,2.8125,2.5,16.75,6.7,0.0625,0.6875,41,0.889,6.0,9.0625,37.0625,2,31,31,4.0896554,11.5625,4.654054,53.8125,0.1875,0.0,https://www.pro-football-reference.com/players/B/BookDe00.htm
70,Saquon Barkley,24,RB,13.0,4.3846154,3.1538463,20.23077,6.4,0.15384616,1.0,54,0.7190000000000001,4.6,12.461538,45.615383,2,27,41,3.6604939,15.615385,4.2167487,65.84615,0.30769232,0.15384616,https://www.pro-football-reference.com/players/B/BarkSa00.htm
71,Tyler Boyd,27,wr,16.0,5.875,4.1875,51.75,12.4,0.3125,2.3125,68,0.713,8.8,0.125,1.375,0,1,14,11.0,4.3125,12.318841,53.125,0.3125,0.0625,https://www.pro-football-reference.com/players/B/BoydTy00.htm
72,A.J. Green,33,wr,16.0,5.75,3.375,53.0,15.7,0.1875,2.3125,42,0.5870000000000001,9.2,,,,0,,,3.375,15.703704,53.0,0.1875,0.0,https://www.pro-football-reference.com/players/G/GreeA.00.htm
73,Myles Gaskin,24,rb,17.0,3.7058823,2.8823528,13.764706,4.8,0.23529412,0.7647059,24,0.778,3.7,10.176471,36.0,3,25,30,3.5375721,13.058824,3.8108108,49.764706,0.4117647,0.11764706,https://www.pro-football-reference.com/players/G/GaskMy00.htm
74,Brandon Aiyuk,23,WR,17.0,4.9411764,3.2941177,48.588234,14.8,0.29411766,2.1764705,43,0.667,9.8,0.29411766,1.0,0,0,8,3.3999999,3.5882354,13.819672,49.588234,0.29411766,0.11764706,https://www.pro-football-reference.com/players/A/AiyuBr00.htm
75,Marvin Jones,31,WR,17.0,7.0588236,4.2941175,48.941177,11.4,0.23529412,2.4705882,33,0.608,6.9,,,,0,,,4.2941175,11.397261,48.941177,0.23529412,0.0,https://www.pro-football-reference.com/players/J/JoneMa02.htm
76,Dallas Goedert,26,TE,15.0,5.0666666,3.7333333,55.333332,14.8,0.26666668,2.8,45,0.737,10.9,,,,0,,,3.7333333,14.821428,55.333332,0.26666668,0.06666667,https://www.pro-football-reference.com/players/G/GoedDa00.htm
77,Van Jefferson,25,WR,17.0,5.2352943,2.9411764,47.17647,16.0,0.3529412,1.882353,79,0.562,9.0,0.11764706,1.1764706,0,1,10,10.0,3.0588236,15.807692,48.35294,0.3529412,0.0,https://www.pro-football-reference.com/players/J/JeffVa00.htm
78,Dalton Schultz,25,TE,17.0,6.117647,4.5882354,47.52941,10.4,0.47058824,2.5294118,32,0.75,7.8,,,,0,,,4.5882354,10.358974,47.52941,0.47058824,0.0,https://www.pro-football-reference.com/players/S/SchuDa00.htm
79,Rob Gronkowski,32,TE,12.0,7.4166665,4.5833335,66.833336,14.6,0.5,2.8333333,42,0.618,9.0,,,,0,,,4.5833335,14.581819,66.833336,0.5,0.0,https://www.pro-football-reference.com/players/G/GronRo00.htm
80,Rashaad Penny,25,rb,10.0,0.8,0.6,4.8,8.0,0.0,0.3,27,0.75,6.0,11.9,74.9,6,28,62,6.294118,12.5,6.376,79.7,0.6,0.0,https://www.pro-football-reference.com/players/P/PennRa00.htm
81,Chuba Hubbard,22,rb,17.0,2.1764705,1.4705882,10.235294,7.0,0.05882353,0.47058824,33,0.6759999999999999,4.7,10.117647,36.0,5,36,26,3.5581396,11.588235,3.989848,46.235294,0.3529412,0.05882353,https://www.pro-football-reference.com/players/H/HubbCh01.htm
82,Christian McCaffrey,25,rb,7.0,5.857143,5.285714,49.0,9.3,0.14285715,3.0,32,0.902,8.4,14.142858,63.142857,1,20,18,4.4646463,19.428572,5.772059,112.14286,0.2857143,0.14285715,https://www.pro-football-reference.com/players/M/McCaCh01.htm
83,Jalen Hurts,23,QB,15.0,0.06666667,0.0,0.0,,0.0,0.0,0,0.0,0.0,9.266666,52.266666,10,56,31,5.640288,9.266666,5.640288,52.266666,0.6666667,0.6,https://www.pro-football-reference.com/players/H/HurtJa00.htm
84,Mike Gesicki,26,te,17.0,6.5882354,4.2941175,45.882355,10.7,0.11764706,2.2941177,40,0.652,7.0,,,,0,,,4.2941175,10.684933,45.882355,0.11764706,0.0,https://www.pro-football-reference.com/players/G/GesiMi00.htm
85,Courtland Sutton,26,WR,17.0,5.7647057,3.4117646,45.64706,13.4,0.11764706,2.0588236,55,0.5920000000000001,7.9,,,,0,,,3.4117646,13.379312,45.64706,0.11764706,0.0,https://www.pro-football-reference.com/players/S/SuttCo00.htm
86,Russell Gage,25,wr,14.0,6.714286,4.714286,55.0,11.7,0.2857143,2.642857,49,0.7020000000000001,8.2,,,,0,,,4.714286,11.666666,55.0,0.2857143,0.14285715,https://www.pro-football-reference.com/players/G/GageRu00.htm
87,Zach Ertz,31,,17.0,6.5882354,4.352941,44.882355,10.3,0.29411766,2.3529413,47,0.6609999999999999,6.8,0.05882353,0.23529412,0,0,4,4.0,4.4117646,10.226666,45.117645,0.29411766,0.0,https://www.pro-football-reference.com/players/E/ErtzZa00.htm
88,Lamar Jackson,24,QB,12.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,11.083333,63.916668,2,48,31,5.7669177,11.083333,5.7669177,63.916668,0.16666667,0.5,https://www.pro-football-reference.com/players/J/JackLa00.htm
89,Devonta Freeman,29,rb,16.0,2.625,2.125,11.875,5.6,0.0625,0.5625,15,0.81,4.5,8.3125,36.0,5,31,32,4.330827,10.4375,4.5868263,47.875,0.375,0.0,https://www.pro-football-reference.com/players/F/FreeDe00.htm
90,Josh Allen,25,QB,17.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,7.1764708,44.882355,6,54,34,6.2540984,7.1764708,6.2540984,44.882355,0.3529412,0.47058824,https://www.pro-football-reference.com/players/A/AlleJo02.htm
92,Mike Davis,28,rb,17.0,3.4117646,2.5882354,15.235294,5.9,0.05882353,0.7058824,20,0.759,4.5,8.117647,29.588236,3,21,18,3.6449275,10.705882,4.1868134,44.82353,0.23529412,0.23529412,https://www.pro-football-reference.com/players/D/DaviMi01.htm
93,Jamaal Williams,26,RB,13.0,2.1538463,2.0,12.076923,6.0,0.0,0.46153846,15,0.929,5.6,11.769231,46.23077,3,42,20,3.9281046,13.769231,4.234637,58.307693,0.23076923,0.07692308,https://www.pro-football-reference.com/players/W/WillJa06.htm
94,Mecole Hardman,23,wr,17.0,4.882353,3.4705882,40.764706,11.7,0.11764706,1.9411764,53,0.711,8.3,0.47058824,2.7058823,0,2,24,5.75,3.9411764,11.029851,43.47059,0.11764706,0.1764706,https://www.pro-football-reference.com/players/H/HardMe00.htm
95,Tim Patrick,28,WR,16.0,5.3125,3.3125,45.875,13.8,0.3125,2.4375,44,0.624,8.6,,,,0,,,3.3125,13.849056,45.875,0.3125,0.0,https://www.pro-football-reference.com/players/P/PatrTi00.htm
96,Rhamondre Stevenson,23,rb,12.0,1.5,1.1666666,10.25,8.8,0.0,0.25,41,0.778,6.8,11.083333,50.5,5,33,21,4.5563912,12.25,4.9591837,60.75,0.41666666,0.16666667,https://www.pro-football-reference.com/players/S/StevRh00.htm
97,Adam Thielen,31,WR,13.0,7.3076925,5.1538463,55.846153,10.8,0.7692308,2.8461537,35,0.705,7.6,0.07692308,0.15384616,0,0,2,2.0,5.230769,10.705882,56.0,0.7692308,0.07692308,https://www.pro-football-reference.com/players/T/ThieAd00.htm
98,Alexander Mattison,23,rb,16.0,2.4375,2.0,14.25,7.1,0.0625,0.625,24,0.821,5.8,8.375,30.6875,3,28,48,3.664179,10.375,4.3313255,44.9375,0.25,0.0625,https://www.pro-football-reference.com/players/M/MattAl01.htm
99,Mark Ingram,32,,14.0,2.5,1.9285715,11.571428,6.0,0.0,0.64285713,34,0.7709999999999999,4.6,11.428572,39.57143,2,23,28,3.4625,13.357142,3.828877,51.142857,0.14285715,0.071428575,https://www.pro-football-reference.com/players/I/IngrMa01.htm
100,Marquez Callaway,23,WR,17.0,4.9411764,2.7058823,41.058823,15.2,0.3529412,1.882353,58,0.5479999999999999,8.3,,,,0,,,2.7058823,15.173913,41.058823,0.3529412,0.0,https://www.pro-football-reference.com/players/C/CallMa01.htm
101,Cole Beasley,32,wr,16.0,7.0,5.125,43.3125,8.5,0.0625,2.125,29,0.732,6.2,,,,0,,,5.125,8.45122,43.3125,0.0625,0.0625,https://www.pro-football-reference.com/players/B/BeasCo00.htm
102,D'Onta Foreman,25,rb,9.0,1.2222222,1.0,13.666667,13.7,0.0,0.6666667,39,0.818,11.2,14.777778,62.88889,3,22,35,4.255639,15.777778,4.852113,76.55556,0.33333334,0.22222222,https://www.pro-football-reference.com/players/F/ForeDO00.htm
103,D'Ernest Johnson,25,rb,17.0,1.4705882,1.117647,8.058824,7.2,0.0,0.4117647,18,0.76,5.5,5.882353,31.411764,3,24,30,5.34,7.0,5.6386557,39.47059,0.1764706,0.05882353,https://www.pro-football-reference.com/players/J/JohnDE04.htm
104,Noah Fant,24,TE,16.0,5.625,4.25,41.875,9.9,0.25,1.8125,35,0.7559999999999999,7.4,,,,0,,,4.25,9.8529415,41.875,0.25,0.0,https://www.pro-football-reference.com/players/F/FantNo00.htm
105,K.J. Osborn,24,wr,17.0,4.8235292,2.9411764,38.52941,13.1,0.4117647,1.5294118,64,0.61,8.0,0.05882353,0.5882353,0,1,10,10.0,3.0,13.039215,39.117645,0.4117647,0.0,https://www.pro-football-reference.com/players/O/OsboKJ00.htm
106,Darren Waller,29,TE,11.0,8.454545,5.0,60.454544,12.1,0.18181819,2.8181818,33,0.591,7.2,,,,0,,,5.0,12.090909,60.454544,0.18181819,0.0,https://www.pro-football-reference.com/players/W/WallDa01.htm
107,Laviska Shenault Jr.,23,wr,16.0,6.25,3.9375,38.6875,9.8,0.0,1.875,58,0.63,6.2,0.6875,2.5625,0,2,11,3.7272727,4.625,8.918919,41.25,0.0,0.0625,https://www.pro-football-reference.com/players/S/ShenLa00.htm
