,Player,Age,Pos,G,Tgt/G,Rec/G,Rec Yds/G,Yds/Rec,Rec TD/G,Rec 1D/G,Rec Lng,Ctch%,Yds/Tgt,Att/G,Rush Yds/G,Rush TD,Rush 1D,Rush Lng,Yds/Att,Touch/G,Yds/Touch,Scrim Yds/G,RRTD/G,Fmb/G,hyper_link
502,Dazz Newsome,22,wr,3.0,1.6666666,0.6666667,7.6666665,11.5,0.0,0.33333334,13,0.4,4.6,,,,0,,,0.6666667,11.499999,7.6666665,0.0,0.0,https://www.pro-football-reference.com/players/N/NewsDa00.htm
503,Jaylen Samuels,25,,3.0,1.3333334,1.0,4.6666665,4.7,0.0,0.33333334,6,0.75,3.5,1.6666666,3.0,0,0,3,1.8000001,2.6666667,2.8749998,7.6666665,0.0,0.0,https://www.pro-football-reference.com/players/S/SamuJa00.htm
504,Tylan Wallace,22,wr,17.0,0.3529412,0.11764706,1.3529412,11.5,0.0,0.05882353,18,0.33299999999999996,3.8,,,,0,,,0.11764706,11.5,1.3529412,0.0,0.0,https://www.pro-football-reference.com/players/W/WallTy00.htm
505,Alex Armah,27,,11.0,0.09090909,0.09090909,0.09090909,1.0,0.09090909,0.09090909,1,1.0,1.0,0.45454547,1.9090909,0,4,9,4.2,0.54545456,3.6666665,2.0,0.09090909,0.0,https://www.pro-football-reference.com/players/A/ArmaAl00.htm
506,Tyree Jackson,24,te,9.0,0.7777778,0.33333334,2.4444444,7.3,0.11111111,0.22222222,13,0.429,3.1,,,,0,,,0.33333334,7.333333,2.4444444,0.11111111,0.0,https://www.pro-football-reference.com/players/J/JackTy01.htm
507,Case Keenum,33,qb,7.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.7142857,3.142857,0,6,10,1.8333333,1.7142857,1.8333333,3.142857,0.0,0.14285715,https://www.pro-football-reference.com/players/K/KeenCa00.htm
508,Scottie Phillips,24,,3.0,1.0,0.6666667,3.0,4.5,0.0,0.0,8,0.667,3.0,2.0,4.3333335,0,1,4,2.1666667,2.6666667,2.75,7.3333335,0.0,0.0,https://www.pro-football-reference.com/players/P/PhilSc01.htm
509,Jack Stoll,23,te,16.0,0.3125,0.25,1.375,5.5,0.0,0.0,9,0.8,4.4,,,,0,,,0.25,5.5,1.375,0.0,0.0,https://www.pro-football-reference.com/players/S/StolJa00.htm
510,Garrett Bradbury,26,C,13.0,0.07692308,0.07692308,1.6153846,21.0,0.0,0.07692308,21,1.0,21.0,,,,0,,,0.07692308,20.999998,1.6153846,0.0,0.0,https://www.pro-football-reference.com/players/B/BradGa00.htm
511,Jesper Horsted,24,,7.0,0.42857143,0.2857143,3.0,10.5,0.2857143,0.2857143,19,0.667,7.0,,,,0,,,0.2857143,10.5,3.0,0.2857143,0.0,https://www.pro-football-reference.com/players/H/HorsJe00.htm
512,Patrick Laird,26,,6.0,0.5,0.5,2.8333333,5.7,0.0,0.33333334,10,1.0,5.7,0.16666667,0.6666667,0,0,4,4.0,0.6666667,5.25,3.5,0.0,0.0,https://www.pro-football-reference.com/players/L/LairPa00.htm
513,Gardner Minshew II,25,qb,4.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,2.25,5.25,0,2,9,2.3333333,2.25,2.3333333,5.25,0.0,0.25,https://www.pro-football-reference.com/players/M/MinsGa00.htm
514,Dezmon Patmon,23,,8.0,0.5,0.25,2.625,10.5,0.125,0.125,14,0.5,5.3,,,,0,,,0.25,10.5,2.625,0.125,0.0,https://www.pro-football-reference.com/players/P/PatmDe00.htm
515,Adam Prentice,24,fb,7.0,0.42857143,0.42857143,2.2857144,5.3,0.0,0.14285715,10,1.0,5.3,0.42857143,0.71428573,0,2,2,1.6666667,0.85714287,3.5,3.0,0.0,0.0,https://www.pro-football-reference.com/players/P/PrenAd00.htm
516,Nick Bawden,25,fb,9.0,0.11111111,0.11111111,2.2222223,20.0,0.0,0.11111111,20,1.0,20.0,,,,0,,,0.11111111,20.0,2.2222223,0.0,0.0,https://www.pro-football-reference.com/players/B/BawdNi00.htm
517,Raheem Mostert,29,rb,1.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,2.0,20.0,0,1,11,10.0,2.0,10.0,20.0,0.0,0.0,https://www.pro-football-reference.com/players/M/MostRa00.htm
518,Trevor Siemian,30,qb,6.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.5,3.3333333,1,2,17,2.222222,1.5,2.222222,3.3333333,0.16666667,0.5,https://www.pro-football-reference.com/players/S/SiemTr00.htm
519,Darrynton Evans,23,,1.0,2.0,2.0,11.0,5.5,0.0,1.0,6,1.0,5.5,2.0,7.0,0,0,5,3.5,4.0,4.5,18.0,0.0,0.0,https://www.pro-football-reference.com/players/E/EvanDa02.htm
520,Davion Davis,25,wr,2.0,1.5,0.5,8.5,17.0,0.0,0.5,17,0.33299999999999996,5.7,,,,0,,,0.5,17.0,8.5,0.0,0.0,https://www.pro-football-reference.com/players/D/DaviDa03.htm
521,Keith Kirkwood,27,,3.0,2.3333333,1.0,5.6666665,5.7,0.0,0.33333334,7,0.429,2.4,,,,0,,,1.0,5.6666665,5.6666665,0.0,0.0,https://www.pro-football-reference.com/players/K/KirkKe00.htm
522,Chris Myarick,26,te,8.0,0.75,0.375,2.125,5.7,0.125,0.25,10,0.5,2.8,,,,0,,,0.375,5.6666665,2.125,0.125,0.0,https://www.pro-football-reference.com/players/M/MyarCh00.htm
523,Bobby Price,23,s,15.0,0.06666667,0.06666667,1.1333333,17.0,0.0,0.06666667,17,1.0,17.0,,,,0,,,0.06666667,16.999998,1.1333333,0.0,0.0,https://www.pro-football-reference.com/players/P/PricBo00.htm
524,David Sills,25,wr,4.0,1.5,0.5,4.25,8.5,0.0,0.25,12,0.33299999999999996,2.8,,,,0,,,0.5,8.5,4.25,0.0,0.0,https://www.pro-football-reference.com/players/S/SillDa01.htm
526,Reggie Bonnafon,25,,4.0,0.5,0.5,3.0,6.0,0.0,0.25,6,1.0,6.0,0.25,1.0,0,0,4,4.0,0.75,5.3333335,4.0,0.0,0.0,https://www.pro-football-reference.com/players/B/BonnRe00.htm
527,Cethan Carter,26,te,16.0,0.125,0.125,1.0,8.0,0.0,0.0,8,1.0,8.0,,,,0,,,0.125,8.0,1.0,0.0,0.0,https://www.pro-football-reference.com/players/C/CartCe00.htm
528,Tyron Johnson,25,,10.0,0.5,0.2,1.6,8.0,0.0,0.1,10,0.4,3.2,,,,0,,,0.2,8.0,1.6,0.0,0.0,https://www.pro-football-reference.com/players/J/JohnTy03.htm
529,Derek Watt,29,fb,17.0,0.1764706,0.1764706,0.88235295,5.0,0.0,0.0,9,1.0,5.0,0.05882353,0.05882353,0,1,1,1.0,0.23529412,4.0,0.9411765,0.0,0.0,https://www.pro-football-reference.com/players/W/WattDe00.htm
530,Mitchell Wilcox,25,te,15.0,0.33333334,0.2,1.0666667,5.3,0.0,0.0,8,0.6,3.2,,,,0,,,0.2,5.3333335,1.0666667,0.0,0.0,https://www.pro-football-reference.com/players/W/WilcMi01.htm
531,Trey Ragas,25,,1.0,2.0,2.0,6.0,3.0,0.0,0.0,4,1.0,3.0,1.0,9.0,0,1,9,9.0,3.0,5.0,15.0,0.0,0.0,https://www.pro-football-reference.com/players/R/RagaTr00.htm
532,Sean Chandler,25,s,15.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.06666667,0.93333334,0,1,14,13.999999,0.06666667,13.999999,0.93333334,0.0,0.0,https://www.pro-football-reference.com/players/C/ChanSe00.htm
533,Frank Darby,24,,10.0,0.4,0.1,1.4,14.0,0.0,0.1,14,0.25,3.5,,,,0,,,0.1,14.0,1.4,0.0,0.0,https://www.pro-football-reference.com/players/D/DarbFr00.htm
534,Sean Mannion,29,qb,1.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,2.0,14.0,0,2,11,7.0,2.0,7.0,14.0,0.0,0.0,https://www.pro-football-reference.com/players/M/MannSe00.htm
535,Anthony McFarland Jr.,22,,2.0,0.5,0.5,5.5,11.0,0.0,0.5,11,1.0,11.0,1.5,1.5,0,0,3,1.0,2.0,3.5,7.0,0.0,0.0,https://www.pro-football-reference.com/players/M/McFaAn00.htm
536,Stanley Morgan Jr.,25,wr,17.0,0.23529412,0.11764706,0.64705884,5.5,0.0,0.0,8,0.5,2.8,0.05882353,0.1764706,0,0,3,3.0,0.1764706,4.6666665,0.8235294,0.0,0.0,https://www.pro-football-reference.com/players/M/MorgSt02.htm
537,Malik Taylor,26,,10.0,0.3,0.2,1.4,7.0,0.0,0.1,7,0.667,4.7,,,,0,,,0.2,7.0,1.4,0.0,0.1,https://www.pro-football-reference.com/players/T/TaylMa01.htm
538,Tyrell Williams,29,,1.0,3.0,2.0,14.0,7.0,0.0,1.0,7,0.667,4.7,,,,0,,,2.0,7.0,14.0,0.0,0.0,https://www.pro-football-reference.com/players/W/WillTy00.htm
539,Cam Akers,22,,1.0,3.0,3.0,10.0,3.3,0.0,0.0,6,1.0,3.3,5.0,3.0,0,0,2,0.6,8.0,1.625,13.0,0.0,0.0,https://www.pro-football-reference.com/players/A/AkerCa00.htm
540,Tim Boyle,27,qb,5.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.4,2.6,0,1,14,6.4999995,0.4,6.4999995,2.6,0.0,0.2,https://www.pro-football-reference.com/players/B/BoylTi00.htm
541,Derek Carrier,31,te,5.0,0.4,0.4,2.6,6.5,0.0,0.0,9,1.0,6.5,,,,0,,,0.4,6.4999995,2.6,0.0,0.0,https://www.pro-football-reference.com/players/C/CarrDe00.htm
542,Andy Isabella,25,,8.0,0.125,0.125,1.625,13.0,0.0,0.125,13,1.0,13.0,,,,0,,,0.125,13.0,1.625,0.0,0.0,https://www.pro-football-reference.com/players/I/IsabAn00.htm
543,John Kelly,25,,4.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.5,3.25,0,1,11,6.5,0.5,6.5,3.25,0.0,0.0,https://www.pro-football-reference.com/players/K/KellJo00.htm
544,Kirk Merritt,24,,2.0,1.5,0.5,6.5,13.0,0.0,0.5,13,0.33299999999999996,4.3,,,,0,,,0.5,13.0,6.5,0.0,0.0,https://www.pro-football-reference.com/players/M/MerrKi00.htm
545,P.J. Walker,26,qb,5.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.4,2.6,0,2,13,1.8571428,1.4,1.8571428,2.6,0.0,0.6,https://www.pro-football-reference.com/players/W/WalkPh00.htm
546,Jacques Patrick,24,,2.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.0,6.0,0,1,8,6.0,1.0,6.0,6.0,0.0,0.0,https://www.pro-football-reference.com/players/P/PatrJa01.htm
547,Johnny Stanton,27,,4.0,0.5,0.5,1.75,3.5,0.25,0.25,6,1.0,3.5,0.75,1.25,0,2,3,1.6666666,1.25,2.4,3.0,0.25,0.0,https://www.pro-football-reference.com/players/S/StanJo02.htm
548,Luke Stocker,33,,12.0,0.16666667,0.16666667,1.0,6.0,0.0,0.0,7,1.0,6.0,,,,0,,,0.16666667,6.0,1.0,0.0,0.0,https://www.pro-football-reference.com/players/S/StocLu00.htm
549,Kyle Allen,25,,2.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.0,5.5,0,1,11,5.5,1.0,5.5,5.5,0.0,0.5,https://www.pro-football-reference.com/players/A/AlleKy00.htm
550,Buddy Howell,25,,10.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.5,1.1,0,0,4,2.2,0.5,2.2,1.1,0.0,0.0,https://www.pro-football-reference.com/players/H/HoweGr00.htm
551,Richard Rodgers,29,,3.0,0.6666667,0.6666667,3.6666667,5.5,0.0,0.0,9,1.0,5.5,,,,0,,,0.6666667,5.5,3.6666667,0.0,0.0,https://www.pro-football-reference.com/players/R/RodgRi00.htm
552,Mekhi Sargent,24,,7.0,0.14285715,0.0,0.0,,0.0,0.0,0,0.0,0.0,0.71428573,1.5714285,0,1,3,2.1999998,0.71428573,2.1999998,1.5714285,0.0,0.0,https://www.pro-football-reference.com/players/S/SargMe00.htm
553,C.J. Saunders,25,,2.0,1.0,1.0,5.5,5.5,0.0,0.5,8,1.0,5.5,,,,0,,,1.0,5.5,5.5,0.0,0.0,https://www.pro-football-reference.com/players/S/SaunCJ00.htm
554,Tarik Black,23,,1.0,2.0,1.0,10.0,10.0,0.0,1.0,10,0.5,5.0,,,,0,,,1.0,10.0,10.0,0.0,0.0,https://www.pro-football-reference.com/players/B/BlacTa00.htm
555,Khari Blasingame,25,fb,11.0,0.18181819,0.18181819,0.36363637,2.0,0.0,0.0,5,1.0,2.0,0.27272728,0.54545456,0,1,3,2.0,0.45454547,2.0,0.90909094,0.0,0.09090909,https://www.pro-football-reference.com/players/B/BlasKh00.htm
557,Gary Brightwell,22,,13.0,0.07692308,0.07692308,0.46153846,6.0,0.0,0.0,6,1.0,6.0,0.07692308,0.30769232,0,0,4,4.0,0.15384616,5.0,0.7692308,0.0,0.0,https://www.pro-football-reference.com/players/B/BrigGa00.htm
558,Marvin Hall,28,,2.0,0.5,0.5,5.0,10.0,0.0,0.5,10,1.0,10.0,,,,0,,,0.5,10.0,5.0,0.0,0.0,https://www.pro-football-reference.com/players/H/HallMa02.htm
559,Demetrius Harris,30,te,14.0,0.42857143,0.21428572,0.71428573,3.3,0.0,0.0,7,0.5,1.7,,,,0,,,0.21428572,3.3333335,0.71428573,0.0,0.0,https://www.pro-football-reference.com/players/H/HarrDe03.htm
560,Jaydon Mickens,27,,11.0,0.27272728,0.18181819,0.90909094,5.0,0.0,0.09090909,12,0.667,3.3,,,,0,,,0.18181819,5.0,0.90909094,0.0,0.09090909,https://www.pro-football-reference.com/players/M/MickJa01.htm
561,Sam Ehlinger,23,,3.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.0,3.0,0,1,9,3.0,1.0,3.0,3.0,0.0,0.0,https://www.pro-football-reference.com/players/E/EhliSa00.htm
562,Brycen Hopkins,24,,5.0,0.2,0.2,1.8,9.0,0.0,0.2,9,1.0,9.0,,,,0,,,0.2,9.0,1.8,0.0,0.0,https://www.pro-football-reference.com/players/H/HopkBr01.htm
563,Andy Janovich,28,fb,13.0,0.30769232,0.23076923,0.6923077,3.0,0.0,0.07692308,3,0.75,2.3,0.15384616,0.0,1,1,1,0.0,0.3846154,1.8000001,0.6923077,0.07692308,0.0,https://www.pro-football-reference.com/players/J/JanoAn00.htm
564,Johnny Mundt,27,,6.0,0.16666667,0.16666667,1.5,9.0,0.0,0.16666667,9,1.0,9.0,,,,0,,,0.16666667,9.0,1.5,0.0,0.0,https://www.pro-football-reference.com/players/M/MundJo00.htm
565,Nick Foles,32,qb,1.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,4.0,8.0,0,1,8,2.0,4.0,2.0,8.0,0.0,1.0,https://www.pro-football-reference.com/players/F/FoleNi00.htm
566,Hunter Long,23,te,7.0,0.42857143,0.14285715,1.1428572,8.0,0.0,0.0,8,0.33299999999999996,2.7,,,,0,,,0.14285715,8.0,1.1428572,0.0,0.0,https://www.pro-football-reference.com/players/L/LongHu00.htm
567,Racey McMath,22,,9.0,0.6666667,0.22222222,0.8888889,4.0,0.0,0.0,9,0.33299999999999996,1.3,,,,0,,,0.22222222,4.0,0.8888889,0.0,0.11111111,https://www.pro-football-reference.com/players/M/McMaRa00.htm
568,Ryan Nall,26,,9.0,0.11111111,0.11111111,0.44444445,4.0,0.0,0.0,4,1.0,4.0,0.11111111,0.44444445,0,0,4,4.0,0.22222222,4.0,0.8888889,0.0,0.0,https://www.pro-football-reference.com/players/N/NallRy00.htm
569,Kevin Rader,26,te,6.0,0.5,0.33333334,1.3333334,4.0,0.0,0.0,7,0.667,2.7,,,,0,,,0.33333334,4.0,1.3333334,0.0,0.0,https://www.pro-football-reference.com/players/R/RadeKe00.htm
570,Ethan Wolf,26,te,2.0,1.0,1.0,4.0,4.0,0.0,0.0,4,1.0,4.0,,,,0,,,1.0,4.0,4.0,0.0,0.0,https://www.pro-football-reference.com/players/W/WolfEt00.htm
571,Damarea Crockett,24,,12.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.25,0.5833333,0,0,6,2.3333333,0.25,2.3333333,0.5833333,0.0,0.0,https://www.pro-football-reference.com/players/C/CrocDa01.htm
572,Tommylee Lewis,29,,2.0,1.0,0.5,3.5,7.0,0.0,0.5,7,0.5,3.5,,,,0,,,0.5,7.0,3.5,0.0,0.0,https://www.pro-football-reference.com/players/L/LewiTo00.htm
573,Tremon Smith,25,db,17.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.05882353,0.4117647,0,0,7,7.0,0.05882353,7.0,0.4117647,0.0,0.0,https://www.pro-football-reference.com/players/S/SmitTr04.htm
574,Eric Tomlinson,29,te,17.0,0.05882353,0.05882353,0.4117647,7.0,0.0,0.0,7,1.0,7.0,,,,0,,,0.05882353,7.0,0.4117647,0.0,0.0,https://www.pro-football-reference.com/players/T/TomlEr01.htm
575,David Blough,26,,1.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.0,6.0,0,0,6,6.0,1.0,6.0,6.0,0.0,1.0,https://www.pro-football-reference.com/players/B/BlouDa00.htm
576,Ian Book,23,qb,1.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,3.0,6.0,0,1,3,2.0,3.0,2.0,6.0,0.0,0.0,https://www.pro-football-reference.com/players/B/BookIa00.htm
577,Miles Boykin,25,,8.0,0.125,0.125,0.75,6.0,0.0,0.0,6,1.0,6.0,,,,0,,,0.125,6.0,0.75,0.0,0.0,https://www.pro-football-reference.com/players/B/BoykMi00.htm
578,Feleipe Franks,24,,9.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.33333334,0.6666667,0,0,4,2.0,0.33333334,2.0,0.6666667,0.0,0.0,https://www.pro-football-reference.com/players/F/FranFe00.htm
579,Amani Hooker,23,DB,12.0,0.083333336,0.083333336,0.5,6.0,0.0,0.083333336,6,1.0,6.0,,,,0,,,0.083333336,6.0,0.5,0.0,0.0,https://www.pro-football-reference.com/players/H/HookAm00.htm
580,Dallin Leavitt,27,s,16.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.125,0.375,0,2,4,3.0,0.125,3.0,0.375,0.0,0.0,https://www.pro-football-reference.com/players/L/LeavDa00.htm
581,Chris Streveler,26,,2.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.5,3.0,0,0,4,2.0,1.5,2.0,3.0,0.0,0.5,https://www.pro-football-reference.com/players/S/StreCh00.htm
582,Keke Coutee,24,,2.0,0.5,0.5,2.5,5.0,0.0,0.0,5,1.0,5.0,,,,0,,,0.5,5.0,2.5,0.0,0.0,https://www.pro-football-reference.com/players/C/CoutKe00.htm
583,Jake Funk,23,,10.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.2,0.5,0,0,6,2.5,0.2,2.5,0.5,0.0,0.0,https://www.pro-football-reference.com/players/F/FunkJa00.htm
584,Lane Johnson,31,T,13.0,0.07692308,0.07692308,0.3846154,5.0,0.07692308,0.07692308,5,1.0,5.0,,,,0,,,0.07692308,5.0,0.3846154,0.07692308,0.0,https://www.pro-football-reference.com/players/J/JohnLa01.htm
585,Ben Roethlisberger,39,,16.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.25,0.3125,1,3,8,0.25,1.25,0.25,0.3125,0.0625,0.6875,https://www.pro-football-reference.com/players/R/RoetBe00.htm
586,Easop Winston,25,,3.0,0.33333334,0.33333334,1.6666666,5.0,0.0,0.0,5,1.0,5.0,,,,0,,,0.33333334,4.9999995,1.6666666,0.0,0.0,https://www.pro-football-reference.com/players/W/WinsEa00.htm
588,Nick Bellore,32,,17.0,0.05882353,0.05882353,0.23529412,4.0,0.0,0.0,4,1.0,4.0,,,,0,,,0.05882353,4.0,0.23529412,0.0,0.0,https://www.pro-football-reference.com/players/B/BellNi01.htm
589,Trenton Cannon,27,,12.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.25,0.33333334,0,0,3,1.3333334,0.25,1.3333334,0.33333334,0.0,0.083333336,https://www.pro-football-reference.com/players/C/CannTr00.htm
590,Taylor Decker,28,t,9.0,0.22222222,0.22222222,0.44444445,2.0,0.11111111,0.11111111,6,1.0,2.0,,,,0,,,0.22222222,2.0,0.44444445,0.11111111,0.0,https://www.pro-football-reference.com/players/D/DeckTa00.htm
591,Braden Mann,24,p,10.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.1,0.4,0,0,4,4.0,0.1,4.0,0.4,0.0,0.0,https://www.pro-football-reference.com/players/M/MannBr01.htm
592,Devine Ozigbo,25,,3.0,0.33333334,0.33333334,2.3333333,7.0,0.0,0.33333334,7,1.0,7.0,0.33333334,-1.0,0,0,0,-3.0,0.6666667,2.0,1.3333334,0.0,0.0,https://www.pro-football-reference.com/players/O/OzigDe01.htm
593,Ito Smith,26,,1.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.0,4.0,1,1,4,4.0,1.0,4.0,4.0,1.0,0.0,https://www.pro-football-reference.com/players/S/SmitIt00.htm
594,Andrew Wingard,25,S,15.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.06666667,0.26666668,0,1,4,4.0,0.06666667,4.0,0.26666668,0.0,0.0,https://www.pro-football-reference.com/players/W/WingAn01.htm
595,Nathan Cottrell,25,,4.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.25,0.75,0,0,3,3.0,0.25,3.0,0.75,0.0,0.0,https://www.pro-football-reference.com/players/C/CottNa00.htm
596,Maurice Ffrench,23,,3.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.33333334,1.0,0,0,3,3.0,0.33333334,3.0,1.0,0.0,0.0,https://www.pro-football-reference.com/players/F/FfreMa00.htm
597,Joe Flacco,36,qb,2.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.0,1.5,0,1,2,1.5,1.0,1.5,1.5,0.0,0.5,https://www.pro-football-reference.com/players/F/FlacJo00.htm
598,C.J. Beathard,28,,2.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.5,1.0,0,0,2,2.0,0.5,2.0,1.0,0.0,0.0,https://www.pro-football-reference.com/players/B/BeatC.00.htm
599,Nick Boyle,28,te,5.0,0.4,0.2,0.4,2.0,0.0,0.0,2,0.5,1.0,,,,0,,,0.2,2.0,0.4,0.0,0.0,https://www.pro-football-reference.com/players/B/BoylNi00.htm
600,Ryan Fitzpatrick,39,qb,1.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,1.0,2.0,0,0,2,2.0,1.0,2.0,2.0,0.0,1.0,https://www.pro-football-reference.com/players/F/FitzRy00.htm
601,Nathan Peterman,27,,1.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,2.0,2.0,0,1,1,1.0,2.0,1.0,2.0,0.0,0.0,https://www.pro-football-reference.com/players/P/PeteNa00.htm
602,Danny Pinter,25,g,16.0,0.0625,0.0625,0.125,2.0,0.0625,0.0625,2,1.0,2.0,,,,0,,,0.0625,2.0,0.125,0.0625,0.0,https://www.pro-football-reference.com/players/P/PintDa00.htm
603,Andrew Thomas,22,T,13.0,0.07692308,0.07692308,0.15384616,2.0,0.07692308,0.07692308,2,1.0,2.0,,,,0,,,0.07692308,2.0,0.15384616,0.07692308,0.0,https://www.pro-football-reference.com/players/T/ThomAn02.htm
604,Conor McDermott,29,ol,6.0,0.16666667,0.16666667,0.16666667,1.0,0.16666667,0.16666667,1,1.0,1.0,,,,0,,,0.16666667,1.0,0.16666667,0.16666667,0.0,https://www.pro-football-reference.com/players/M/McDeCo00.htm
605,Michael Palardy,29,p,17.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,,0.05882353,0.05882353,0,0,1,1.0,0.05882353,1.0,0.05882353,0.0,0.0,https://www.pro-football-reference.com/players/P/PalaMi00.htm
606,Terence Steele,24,T,16.0,0.0625,0.0625,0.0625,1.0,0.0625,0.0625,1,1.0,1.0,,,,0,,,0.0625,1.0,0.0625,0.0625,0.0,https://www.pro-football-reference.com/players/S/SteeTe01.htm
607,Christian Wilkins,26,DT,17.0,0.05882353,0.05882353,0.05882353,1.0,0.05882353,0.05882353,1,1.0,1.0,,,,0,,,0.05882353,1.0,0.05882353,0.05882353,0.05882353,https://www.pro-football-reference.com/players/W/WilkCh00.htm
